City,DT,Country,Lat,Lon,Temp,Color,Feels_Like,Hi,Low,Cloudiness,Weather,Humidity,Wind
saskylakh,1579886727.0,RU,71.92,114.08,-27.94,blue,-47.51,-27.94,-27.94,100.0,overcast clouds,87.0,22.28
castro,1579886528.0,BR,-24.79,-50.01,74.53,orange,74.1,74.53,74.53,26.0,light rain,61.0,6.71
hermanus,1579886653.0,ZA,-34.42,19.23,73.0,orange,75.72,73.0,73.0,0.0,clear sky,81.0,5.99
cape town,1579886673.0,ZA,-33.93,18.42,69.94,orange,65.7,73.0,69.01,0.0,clear sky,77.0,14.99
puerto ayora,1579886779.0,EC,-0.74,-90.35,82.71,red,79.54,86.0,79.0,40.0,scattered clouds,58.0,16.11
faanui,1579886780.0,PF,-16.48,-151.75,82.4,red,83.57,82.4,82.4,17.0,few clouds,74.0,14.54
roald,1579886781.0,NO,62.58,6.13,35.74,green,21.11,39.2,30.0,75.0,shower rain,69.0,18.34
son la,1579886782.0,VN,21.32,103.9,60.31,orange,61.3,60.31,60.31,11.0,light rain,89.0,2.19
vaini,1579886651.0,TO,-21.2,-175.2,77.0,orange,82.4,77.0,77.0,20.0,few clouds,88.0,6.93
bredasdorp,1579886654.0,ZA,-34.53,20.04,71.01,orange,72.99,73.0,69.8,0.0,clear sky,77.0,4.7
lorengau,1579886785.0,PG,-2.02,147.27,83.53,red,89.47,83.53,83.53,5.0,clear sky,70.0,5.53
sitka,1579886606.0,US,57.05,-135.33,34.77,green,24.91,35.6,33.8,90.0,light rain,93.0,11.41
severo-kurilsk,1579886788.0,RU,50.68,156.12,14.31,blue,-4.25,14.31,14.31,80.0,light snow,87.0,22.82
bambous virieux,1579886764.0,MU,-20.34,57.76,80.76,red,88.34,81.0,80.6,75.0,shower rain,88.0,6.93
piacabucu,1579886790.0,BR,-10.41,-36.43,85.08,red,85.66,85.08,85.08,67.0,broken clouds,64.0,13.91
nikolskoye,1579886791.0,RU,59.7,30.79,34.79,green,23.92,36.0,32.0,67.0,light snow,96.0,13.42
carutapera,1579886687.0,BR,-1.2,-46.02,82.83,red,85.75,82.83,82.83,42.0,light rain,81.0,14.67
olinda,1579886817.0,BR,-8.01,-34.86,86.0,red,90.21,86.0,86.0,40.0,scattered clouds,66.0,9.17
cidreira,1579886671.0,BR,-30.18,-50.21,74.08,orange,72.43,74.08,74.08,10.0,clear sky,74.0,12.53
qaanaaq,1579886711.0,GL,77.48,-69.36,-9.54,blue,-20.18,-9.54,-9.54,0.0,clear sky,50.0,6.6
nhulunbuy,1579886717.0,AU,-12.23,136.77,80.6,red,86.81,80.6,80.6,100.0,overcast clouds,88.0,9.17
vila franca do campo,1579886804.0,PT,37.72,-25.43,59.0,orange,52.27,59.0,59.0,20.0,few clouds,62.0,10.29
ushuaia,1579886822.0,AR,-54.8,-68.3,55.4,orange,51.26,55.4,55.4,75.0,broken clouds,54.0,3.06
sisimiut,1579886824.0,GL,66.94,-53.67,10.31,blue,-0.49,10.31,10.31,98.0,light snow,87.0,8.61
ribeira grande,1579886581.0,PT,38.52,-28.7,59.0,orange,54.03,59.0,59.0,75.0,broken clouds,67.0,8.05
sao filipe,1579886583.0,CV,14.9,-24.5,74.61,orange,69.62,74.61,74.61,2.0,clear sky,67.0,16.67
punta arenas,1579886589.0,CL,-53.15,-70.92,43.83,green,35.22,44.6,42.8,90.0,light rain,87.0,11.41
mataura,1579886828.0,NZ,-46.19,168.86,59.0,orange,57.45,59.0,59.0,100.0,overcast clouds,95.0,7.0
yellowknife,1579886672.0,CA,62.46,-114.35,5.0,blue,-7.04,5.0,5.0,75.0,light snow,84.0,10.29
buchanan,1579886830.0,LR,5.88,-10.05,83.28,red,89.46,83.28,83.28,38.0,scattered clouds,75.0,6.91
rikitea,1579886560.0,PF,-23.12,-134.97,78.08,orange,74.28,78.08,78.08,0.0,clear sky,71.0,18.45
hobart,1579886833.0,AU,-42.88,147.33,57.36,orange,50.23,60.8,53.01,99.0,overcast clouds,55.0,9.17
kushima,1579886835.0,JP,31.46,131.23,53.1,green,51.48,53.1,53.1,99.0,overcast clouds,83.0,2.13
pisco,1579886627.0,PE,-13.7,-76.22,71.6,orange,63.3,71.6,71.6,75.0,broken clouds,30.0,10.29
coihaique,1579886656.0,CL,-45.58,-72.07,63.3,orange,56.79,64.4,60.8,75.0,broken clouds,55.0,10.29
butaritari,1579886839.0,KI,3.07,172.79,84.2,red,89.87,84.2,84.2,100.0,light rain,74.0,8.32
dubbo,1579886840.0,AU,-32.25,148.62,73.4,orange,65.57,73.4,73.4,0.0,clear sky,31.0,10.29
taoudenni,1579886803.0,ML,22.68,-3.98,81.84,red,73.47,81.84,81.84,100.0,overcast clouds,13.0,7.16
broome,1579886842.0,US,42.25,-75.83,46.06,green,39.47,50.0,42.8,1.0,clear sky,52.0,4.7
torbay,1579886564.0,CA,47.67,-52.73,32.99,green,20.97,34.0,32.0,75.0,broken clouds,81.0,14.0
tuktoyaktuk,1579886571.0,CA,69.45,-133.04,-4.0,blue,-13.92,-4.0,-4.0,90.0,overcast clouds,76.0,5.82
port alfred,1579886652.0,ZA,-33.59,26.89,66.99,orange,70.84,66.99,66.99,67.0,moderate rain,91.0,1.99
bitung,1579886847.0,ID,1.45,125.18,75.2,orange,83.35,75.2,75.2,20.0,few clouds,94.0,2.24
nanortalik,1579886850.0,GL,60.14,-45.24,25.95,blue,8.85,25.95,25.95,100.0,light snow,93.0,22.26
bengkulu,1579886612.0,ID,-3.8,102.27,74.03,orange,80.91,74.03,74.03,100.0,heavy intensity rain,97.0,4.27
vila velha,1579886650.0,BR,-20.33,-40.29,78.62,red,83.03,80.01,77.0,90.0,light rain,88.0,10.29
pokhara,1579886853.0,NP,28.23,83.98,45.61,green,42.75,45.61,45.61,12.0,few clouds,89.0,2.06
ler,1579886706.0,SS,8.3,30.14,76.12,orange,69.31,76.12,76.12,91.0,overcast clouds,18.0,5.12
nakasongola,1579886825.0,UG,1.31,32.46,79.57,orange,77.23,79.57,79.57,49.0,scattered clouds,36.0,4.41
fort abbas,1579886856.0,PK,29.19,72.85,60.15,orange,54.7,60.15,60.15,61.0,broken clouds,39.0,4.18
korla,1579886743.0,CN,41.76,86.15,12.63,blue,5.02,12.63,12.63,21.0,few clouds,79.0,2.98
dikson,1579886748.0,RU,73.51,80.55,-3.57,blue,-14.78,-3.57,-3.57,100.0,light snow,96.0,8.43
kruisfontein,1579886860.0,ZA,-34.0,24.73,71.47,orange,75.6,71.47,71.47,51.0,broken clouds,78.0,1.5
boyolangu,1579886861.0,ID,-8.12,111.89,75.47,orange,84.0,75.47,75.47,51.0,broken clouds,91.0,0.87
salinas,1579886857.0,US,36.68,-121.66,51.64,orange,49.12,57.0,46.4,1.0,mist,93.0,4.45
shillong,1579886863.0,IN,25.57,91.88,53.6,green,53.38,53.6,53.6,40.0,mist,93.0,1.34
puerto escondido,1579886864.0,MX,15.85,-97.07,82.4,red,86.54,82.4,82.4,40.0,scattered clouds,69.0,7.27
laguna,1579886622.0,US,38.42,-121.42,51.64,orange,49.8,57.0,46.4,75.0,light rain,93.0,3.24
copiapo,1579886866.0,CL,-27.37,-70.33,82.4,red,74.26,82.4,82.4,5.0,clear sky,42.0,18.34
vostok,1579886867.0,RU,46.49,135.88,-15.12,blue,-24.79,-15.12,-15.12,5.0,clear sky,97.0,5.12
capreol,1579886633.0,CA,46.71,-80.92,32.45,green,24.3,33.01,32.0,90.0,overcast clouds,97.0,8.05
rawson,1579886869.0,AR,-43.3,-65.1,71.22,orange,62.53,71.22,71.22,98.0,overcast clouds,46.0,15.28
baoning,1579886871.0,CN,25.34,110.03,46.4,green,43.05,46.4,46.4,75.0,broken clouds,100.0,4.47
san quintin,1579886872.0,MX,30.48,-115.95,62.17,orange,60.15,62.17,62.17,100.0,overcast clouds,72.0,5.26
tarnobrzeg,1579886873.0,PL,50.57,21.68,33.8,green,20.66,35.01,33.01,53.0,broken clouds,64.0,14.99
provideniya,1579886604.0,RU,64.38,-173.3,-7.8,blue,-17.28,-7.8,-7.8,91.0,overcast clouds,96.0,5.12
albany,1579886656.0,US,42.6,-73.97,38.7,green,31.46,48.99,32.0,75.0,broken clouds,55.0,4.7
berea,1579886877.0,US,41.37,-81.85,40.05,green,29.41,44.01,36.0,90.0,moderate rain,75.0,12.75
bonavista,1579886793.0,CA,48.65,-53.11,30.0,blue,21.09,30.0,30.0,67.0,light snow,84.0,8.01
manavalakurichi,1579886880.0,IN,8.13,77.3,82.4,red,91.13,82.4,82.4,20.0,haze,83.0,4.7
mount gambier,1579886715.0,AU,-37.83,140.77,59.0,orange,57.38,59.0,59.0,75.0,broken clouds,100.0,8.05
chokurdakh,1579886883.0,RU,70.63,147.92,-35.1,blue,-44.81,-35.1,-35.1,0.0,clear sky,88.0,4.68
san javier,1579886884.0,ES,37.81,-0.84,55.96,orange,50.76,57.2,54.0,40.0,scattered clouds,93.0,11.41
new norfolk,1579886653.0,AU,-42.78,147.06,57.29,orange,50.16,60.8,53.01,100.0,light rain,55.0,9.17
norman wells,1579886886.0,CA,65.28,-126.83,-7.6,blue,-16.92,-7.6,-7.6,90.0,light snow,83.0,4.7
clyde river,1579886658.0,CA,70.47,-68.59,-9.4,blue,-27.13,-9.4,-9.4,40.0,scattered clouds,76.0,19.46
nouadhibou,1579886885.0,MR,20.93,-17.03,68.0,orange,59.97,68.0,68.0,83.0,broken clouds,64.0,17.22
pangnirtung,1579886600.0,CA,66.15,-65.71,-27.4,blue,-36.26,-27.4,-27.4,20.0,few clouds,67.0,3.2
nortelandia,1579886890.0,BR,-14.45,-56.8,88.11,red,92.1,88.11,88.11,19.0,light rain,55.0,6.33
baghdad,1579886829.0,IQ,33.34,44.4,51.8,green,42.08,51.8,51.8,90.0,light rain,76.0,14.99
port elizabeth,1579886716.0,ZA,-33.92,25.57,71.6,orange,66.29,71.6,71.6,59.0,broken clouds,78.0,18.34
arraial do cabo,1579886607.0,BR,-22.97,-42.03,76.08,orange,79.74,77.0,75.2,90.0,overcast clouds,88.0,9.17
ndele,1579886895.0,CF,8.41,20.65,71.67,orange,63.03,71.67,71.67,91.0,overcast clouds,13.0,6.17
inhambane,1579886896.0,MZ,-23.86,35.38,77.41,orange,76.86,77.41,77.41,0.0,clear sky,75.0,13.53
pacific grove,1579886657.0,US,36.62,-121.92,51.69,orange,44.17,57.0,46.4,1.0,haze,81.0,11.72
pachino,1579886898.0,IT,36.72,15.09,50.04,orange,44.74,55.4,44.01,40.0,scattered clouds,71.0,5.82
hilo,1579886888.0,US,19.73,-155.09,66.33,orange,66.02,69.8,61.0,90.0,overcast clouds,73.0,4.7
airai,1579886900.0,TL,-8.93,125.41,67.32,orange,70.77,67.32,67.32,73.0,broken clouds,92.0,3.18
valdivia,1579886901.0,CL,-39.81,-73.25,77.0,orange,73.65,77.0,77.0,0.0,clear sky,38.0,5.82
iraray,1579886902.0,PH,8.99,118.05,74.25,orange,80.74,74.25,74.25,6.0,clear sky,90.0,3.04
kloulklubed,1579886903.0,PW,7.04,134.26,77.0,orange,79.63,77.0,77.0,90.0,light intensity shower rain,94.0,13.87
den helder,1579886727.0,NL,52.96,4.76,40.59,green,30.94,43.0,37.99,75.0,light intensity drizzle,93.0,12.75
krasnoselkup,1579886905.0,RU,65.7,82.47,17.06,blue,2.93,17.06,17.06,94.0,light snow,93.0,15.5
bethel,1579886887.0,US,41.37,-73.41,46.09,green,39.27,52.0,39.99,1.0,light rain,36.0,3.36
ajdabiya,1579886908.0,LY,30.76,20.23,58.71,orange,56.12,58.71,58.71,0.0,clear sky,64.0,3.2
ust-nera,1579886909.0,RU,64.57,143.2,-44.09,blue,-51.9,-44.09,-44.09,87.0,overcast clouds,100.0,1.25
college,1579886910.0,US,64.86,-147.8,-7.11,blue,-15.32,-4.0,-9.0,90.0,overcast clouds,76.0,2.66
kota belud,1579886911.0,MY,6.35,116.43,77.0,orange,84.11,77.0,77.0,75.0,broken clouds,83.0,2.24
kasongo-lunda,1579886912.0,CD,-6.47,16.82,73.63,orange,78.44,73.63,73.63,43.0,light rain,78.0,1.92
lebu,1579886913.0,CL,-37.62,-73.65,72.01,orange,62.98,72.01,72.01,0.0,clear sky,32.0,12.28
tiksi,1579886898.0,RU,71.69,128.87,-33.57,blue,-43.76,-33.57,-33.57,0.0,clear sky,88.0,5.55
barrow,1579886880.0,US,71.29,-156.79,-22.0,blue,-33.52,-22.0,-22.0,1.0,clear sky,74.0,8.05
saint-georges,1579886916.0,GD,12.06,-61.75,84.2,red,90.01,84.2,84.2,40.0,scattered clouds,74.0,8.05
port blair,1579886917.0,IN,11.67,92.75,79.84,orange,80.58,79.84,79.84,10.0,clear sky,73.0,12.59
vao,1579886730.0,NC,-22.67,167.48,76.73,orange,73.38,76.73,76.73,25.0,light rain,81.0,19.89
avarua,1579886919.0,CK,-21.21,-159.78,80.6,red,88.07,80.6,80.6,83.0,broken clouds,94.0,9.17
atuona,1579886921.0,PF,-9.8,-139.03,80.01,red,81.46,80.01,80.01,43.0,light rain,81.0,14.41
krasavino,1579886922.0,RU,60.96,46.48,14.74,blue,5.2,14.74,14.74,96.0,light snow,94.0,7.09
georgetown,1579886902.0,MY,5.41,100.34,81.75,red,88.41,84.0,80.01,20.0,few clouds,69.0,2.24
maniitsoq,1579886721.0,GL,65.42,-52.9,11.3,blue,-1.93,11.3,11.3,100.0,light snow,81.0,12.86
kodiak,1579886926.0,US,57.79,-152.41,15.8,blue,-0.71,15.8,15.8,1.0,clear sky,56.0,18.34
ampanihy,1579886927.0,MG,-24.7,44.75,69.62,orange,64.24,69.62,69.62,0.0,clear sky,72.0,15.48
staryy nadym,1579886928.0,RU,65.61,72.68,5.49,blue,-2.49,5.49,5.49,87.0,overcast clouds,96.0,3.36
lamesa,1579886930.0,US,32.74,-101.95,51.1,green,41.36,51.8,50.0,75.0,broken clouds,43.0,10.29
axim,1579886932.0,GH,4.87,-2.24,82.83,red,87.51,82.83,82.83,2.0,clear sky,73.0,8.32
paraiso,1579886933.0,CR,9.84,-83.87,79.18,red,72.54,82.4,73.99,40.0,light rain,54.0,18.34
ancud,1579886732.0,CL,-41.87,-73.82,68.0,orange,58.93,68.0,68.0,40.0,scattered clouds,52.0,16.11
blankenberge,1579886697.0,BE,51.31,3.13,35.8,green,29.88,37.99,34.0,75.0,mist,93.0,4.7
khatanga,1579886722.0,RU,71.97,102.5,-26.88,blue,-39.14,-26.88,-26.88,97.0,overcast clouds,88.0,9.33
kavieng,1579886730.0,PG,-2.57,150.8,83.28,red,87.69,83.28,83.28,0.0,clear sky,65.0,5.97
bluff,1579886938.0,NZ,-46.6,168.33,59.0,orange,57.45,59.0,59.0,100.0,light rain,95.0,7.0
yulara,1579886884.0,AU,-25.24,130.99,80.6,red,72.25,80.6,80.6,60.0,broken clouds,22.0,10.29
huarmey,1579886940.0,PE,-10.07,-78.15,83.37,red,80.55,83.37,83.37,18.0,few clouds,48.0,11.92
verkhnyaya inta,1579886941.0,RU,65.98,60.31,1.67,blue,-10.28,1.67,1.67,100.0,light snow,96.0,10.09
luderitz,1579886918.0,NA,-26.65,15.16,75.2,orange,72.18,75.2,75.2,0.0,clear sky,60.0,11.41
saint george,1579886683.0,US,37.1,-113.58,41.61,green,33.51,46.99,34.0,1.0,clear sky,45.0,5.82
cayenne,1579886945.0,GF,4.93,-52.33,86.0,red,88.95,86.0,86.0,75.0,broken clouds,66.0,11.41
puerto barrios,1579886946.0,GT,15.72,-88.6,80.6,red,85.96,80.6,80.6,40.0,scattered clouds,78.0,6.93
mahenge,1579886947.0,TZ,-8.68,36.72,74.26,orange,80.64,74.26,74.26,100.0,light rain,95.0,4.79
krasnoarmeysk,1579886948.0,RU,51.02,45.7,21.0,blue,11.52,21.0,21.0,78.0,broken clouds,72.0,7.0
luganville,1579886949.0,VU,-15.53,167.17,71.1,orange,77.99,71.1,71.1,56.0,broken clouds,96.0,1.23
pershotravneve,1579886950.0,UA,51.39,28.87,32.99,green,22.82,32.99,32.99,96.0,overcast clouds,77.0,10.45
chara,1579886739.0,RU,56.91,118.26,-19.82,blue,-27.33,-19.82,-19.82,29.0,scattered clouds,74.0,0.98
tautira,1579886770.0,PF,-17.73,-149.15,80.35,red,81.52,80.6,80.01,40.0,scattered clouds,74.0,12.66
esperance,1579886890.0,AU,-33.87,121.9,60.8,orange,60.48,60.8,60.8,90.0,overcast clouds,100.0,6.93
labuhan,1579886954.0,ID,-6.88,112.21,76.84,orange,84.6,76.84,76.84,40.0,light rain,86.0,1.92
saint-philippe,1579886676.0,RE,-21.36,55.77,77.31,red,78.22,80.6,71.01,100.0,light rain,94.0,17.22
bagdarin,1579886957.0,RU,54.43,113.6,-14.89,blue,-22.81,-14.89,-14.89,0.0,clear sky,85.0,1.95
rexburg,1579886844.0,US,43.83,-111.79,29.43,green,24.1,35.6,26.01,90.0,mist,92.0,2.01
bathsheba,1579886922.0,BB,13.22,-59.52,84.2,red,85.15,84.2,84.2,20.0,few clouds,70.0,14.99
jamestown,1579886810.0,US,42.1,-79.24,42.39,green,33.51,45.0,39.99,90.0,overcast clouds,41.0,6.93
margate,1579886682.0,GB,51.38,1.39,42.51,green,37.76,44.01,41.0,75.0,light rain,93.0,4.7
sechura,1579886687.0,PE,-5.56,-80.82,73.49,orange,72.25,73.49,73.49,100.0,overcast clouds,83.0,14.03
victoria,1579886922.0,HK,22.29,114.16,68.49,orange,65.17,73.0,64.99,40.0,scattered clouds,83.0,13.87
carnarvon,1579886897.0,AU,-24.87,113.63,80.6,red,76.57,80.6,80.6,0.0,clear sky,61.0,17.22
westport,1579886797.0,US,41.14,-73.36,47.59,green,39.58,53.01,41.0,1.0,clear sky,56.0,8.05
colares,1579886966.0,PT,38.8,-9.45,55.06,orange,52.21,55.99,53.6,40.0,scattered clouds,87.0,5.82
busselton,1579886884.0,AU,-33.65,115.33,61.0,orange,55.78,61.0,61.0,80.0,broken clouds,78.0,11.5
tikhvin,1579886969.0,RU,59.65,33.53,30.0,blue,21.45,30.0,30.0,81.0,broken clouds,92.0,7.85
chifeng,1579886970.0,CN,42.27,118.96,14.31,blue,5.36,14.31,14.31,0.0,clear sky,78.0,5.48
clarksville,1579886971.0,US,36.53,-87.36,44.35,green,38.08,50.0,39.99,90.0,light rain,93.0,8.05
mattru,1579886972.0,SL,7.62,-11.83,87.17,red,86.49,87.17,87.17,60.0,broken clouds,46.0,9.73
roebourne,1579886973.0,AU,-20.78,117.13,87.22,red,87.12,87.22,87.22,0.0,clear sky,49.0,10.13
goulburn,1579886974.0,AU,-34.75,149.72,62.56,orange,62.04,66.0,59.0,69.0,light rain,92.0,6.89
paka,1579886975.0,MY,4.64,103.44,71.49,orange,78.33,71.6,71.01,4.0,clear sky,94.0,1.12
neiafu,1579886976.0,TO,-18.65,-173.98,75.2,orange,81.34,75.2,75.2,40.0,scattered clouds,94.0,5.82
upernavik,1579886978.0,GL,72.79,-56.15,-13.49,blue,-22.83,-13.49,-13.49,30.0,scattered clouds,89.0,4.54
ahipara,1579886961.0,NZ,-35.17,173.17,62.01,orange,61.81,62.01,62.01,0.0,clear sky,100.0,7.54
badou,1579886981.0,TG,7.58,0.6,82.94,red,78.67,82.94,82.94,0.0,clear sky,16.0,1.25
russellville,1579886683.0,US,35.28,-93.13,38.88,green,24.64,41.0,37.0,90.0,overcast clouds,69.0,18.34
wasilla,1579886983.0,US,61.58,-149.44,-2.36,blue,-10.79,3.99,-8.0,90.0,overcast clouds,83.0,3.36
seryshevo,1579886984.0,RU,51.09,128.38,-17.63,blue,-26.77,-17.63,-17.63,0.0,clear sky,87.0,4.03
cockburn town,1579886801.0,TC,21.46,-71.14,78.8,orange,81.86,78.8,78.8,40.0,scattered clouds,61.0,3.36
padilla,1579886987.0,CO,3.22,-76.31,84.2,red,87.91,84.2,84.2,40.0,scattered clouds,54.0,3.36
tasiilaq,1579886720.0,GL,65.61,-37.64,19.4,blue,-4.09,19.4,19.4,75.0,broken clouds,57.0,31.09
kuusamo,1579886989.0,FI,65.97,29.18,14.0,blue,4.46,14.0,14.0,24.0,few clouds,92.0,6.93
longyearbyen,1579886991.0,SJ,78.22,15.64,8.6,blue,-12.66,8.6,8.6,40.0,scattered clouds,60.0,26.4
rio gallegos,1579886922.0,AR,-51.62,-69.22,51.8,green,44.19,51.8,51.8,40.0,light rain,87.0,12.75
husavik,1579886995.0,IS,66.04,-17.34,30.2,blue,20.12,30.2,30.2,75.0,broken clouds,68.0,9.17
campos novos,1579886996.0,BR,-27.4,-51.23,81.28,red,78.46,81.28,81.28,7.0,clear sky,35.0,5.64
iwanai,1579886998.0,JP,42.97,140.51,15.55,blue,2.34,15.55,15.55,100.0,light snow,83.0,13.35
tahta,1579886999.0,EG,26.77,31.5,54.52,orange,46.2,57.2,51.8,0.0,clear sky,47.0,9.17
kapaa,1579887001.0,US,22.08,-159.32,64.15,orange,63.09,66.2,62.01,1.0,clear sky,88.0,8.05
cherskiy,1579886944.0,RU,68.75,161.3,-37.39,blue,-46.7,-37.39,-37.39,65.0,broken clouds,97.0,3.96
hithadhoo,1579886718.0,MV,-0.6,73.08,84.45,red,90.0,84.45,84.45,53.0,light rain,76.0,9.64
sao jose do rio pardo,1579887004.0,BR,-21.6,-46.89,76.05,orange,76.48,77.0,75.2,75.0,broken clouds,69.0,8.72
chandler,1579886746.0,US,33.31,-111.84,59.25,orange,57.7,64.0,55.0,1.0,clear sky,66.0,1.92
summerland,1579886873.0,CA,49.6,-119.67,36.9,green,23.47,41.0,33.8,75.0,shower rain,93.0,18.34
victor harbor,1579887011.0,AU,-35.57,138.62,62.13,orange,60.93,64.4,61.0,40.0,scattered clouds,82.0,5.82
cabo san lucas,1579887010.0,MX,22.89,-109.91,69.15,orange,70.39,72.0,66.2,40.0,scattered clouds,77.0,4.7
